session,mp_name,constituency.x,days_attended,nature_of_membership,start_of_term,end_of_term,no_of_term,standing_committee_membership,state,constituency.y,political_party,gender,educational_qualifications,educational_qualifications_details,age,debates,private_member_bills,questions,attendance,national_debates_average,national_private_member_bills_average,national_questions_average,national_attendance_average,states_debates_average,states_private_member_bills_average,states_questions_average,states_attendance_average,full_name
6,harishmeena,dausa,20,elected,2014-05-18T00:00:00Z,inoffice,first,transporttourismandculture,rajasthan,dausa,bharatiyajanataparty,male,graduate,graduate,63,73,1,248,0.98,57.5,1.8,231,0.8,124,3.6,315,0.87,Harish Chandra Meena
6,pashupatinathsingh,dhanbad,19,elected,2014-05-18T00:00:00Z,inoffice,second,coal&steel,jharkhand,dhanbad,bharatiyajanataparty,male,graduate,bsc,68,40,0,158,0.91,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Pashupati Nath Singh
6,savitrithakur,dhar,19,elected,2014-05-18T00:00:00Z,inoffice,first,industry,madhyapradesh,dhar,bharatiyajanataparty,female,matric,matric,39,12,0,45,0.92,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Savitri Thakur
6,anbumaniramadoss,dharmapuri,5,elected,2014-05-18T00:00:00Z,inoffice,first,ruraldevelopment,tamilnadu,dharmapuri,pattalimakkalkatchi,male,professionalgraduate,mbbseducatedatmadrasmedicalcollegechennaitamilnadu,49,11,0,43,0.48,57.5,1.8,231,0.8,39.4,0,340,0.78,Anbumani Ramadoss
6,pralhadjoshi,dharwad,16,elected,2014-05-18T00:00:00Z,inoffice,third,petroleum&naturalgasandpersonnelpublicgrievanceslawandjustice,karnataka,dharwad,bharatiyajanataparty,male,graduate,ba;educatedatksartscollegehubli,55,77,5,377,0.89,57.5,1.8,231,0.8,41.9,0.3,304,0.81,Pralhad Venkatesh Joshi
6,rekhaverma,dhaurahra,17,elected,2014-05-18T00:00:00Z,inoffice,first,chemicals&fertilizers,uttarpradesh,dhaurahra,bharatiyajanataparty,female,inter/highersecondary,intermediate,44,47,0,141,0.85,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Rekha Verma
6,tathagatasatpathy,dhenkanal,18,elected,2014-05-18T00:00:00Z,inoffice,fourth,coal&steel,odisha,dhenkanal,bijujanatadal,male,graduate,ba;educatedatsriaurobindointernationalcentreofeducationpondicherry,61,76,1,38,0.92,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Tathagata Satpathy
6,badruddinajmal,dhubri,8,elected,2014-05-18T00:00:00Z,inoffice,second,science&technologyenvironment&forests,assam,dhubri,allindiauniteddemocraticfront,male,postgraduate,fazil-e-deobandmastersinislamictheologyandarabic;educatedatdarululoomdeobanduttarpradesh,68,61,0,329,0.62,57.5,1.8,231,0.8,42.8,0.5,128,0.75,Badruddin Ajmal
6,subhashramraobhamre,dhule,11,elected,2014-05-18T00:00:00Z,inoffice,first,no,maharashtra,dhule,bharatiyajanataparty,male,professionalpostgraduate,msandsuperspecialisationincancersurgery,64,9,0,218,0.77,35.2,1,136,0.8,34.4,1.9,284,0.79,Subhash Ramrao Bhamre
6,abhishekbanerjee,diamondharbour,4,elected,2014-05-18T00:00:00Z,inoffice,first,commerce,westbengal,diamondharbour,allindiatrinamoolcongress,male,postgraduate,postgraduate,30,3,0,45,0.33,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Abhishek Banerjee
6,rameshwarteli,dibrugarh,17,elected,2014-05-18T00:00:00Z,inoffice,first,industry,assam,dibrugarh,bharatiyajanataparty,male,inter/highersecondary,highersecondary,47,67,0,76,0.93,57.5,1.8,231,0.8,42.8,0.5,128,0.75,Rameswar Teli
6,mudhayakumar,dindigul,20,elected,2014-05-18T00:00:00Z,inoffice,first,personnelpublicgrievanceslawandjustice,tamilnadu,dindigul,allindiaannadravidamunnetrakazhagam,male,postgraduate,mabl,49,47,0,388,0.82,57.5,1.8,231,0.8,39.4,0,340,0.78,M. Udhaya Kumar
6,harishchandradeoramchavan,dindori,20,elected,2014-05-18T00:00:00Z,inoffice,third,ruraldevelopment,maharashtra,dindori,bharatiyajanataparty,male,graduate,bawithenglishspecial;educatedatkgjoshicollegethanemaharashtra,66,27,0,528,0.86,57.5,1.8,231,0.8,57.6,3.5,469,0.79,Harishchandra Deoram Chavan
6,jagdambikapal,domariyaganj,20,elected,2014-05-18T00:00:00Z,inoffice,second,energy,uttarpradesh,domariyaganj,bharatiyajanataparty,male,postgraduate,mapolsciencemodernhistory&ancienthistory&llb;educatedatawadhuniversityllbgorakhpuruniversity,67,180,14,305,0.95,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Jagdambika Pal
6,saugataroy,dumdum,20,elected,2014-05-18T00:00:00Z,inoffice,third,finance,westbengal,dumdum,allindiatrinamoolcongress,male,postgraduate,mscllb;jogeshchandralawcollegekolkata-33,70,194,5,468,0.89,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Saugata Roy
6,shibusoren,dumka,10,elected,2014-05-18T00:00:00Z,inoffice,eighth,foodconsumeraffairs&publicdistribution,jharkhand,dumka,jharkhandmuktimorcha,male,matric,educatedatgolahighschoolhazaribaghjharkhand,74,0,0,0,0.34,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Shibu Soren
6,tamradhwajsahu,durg,13,elected,2014-05-18T00:00:00Z,inoffice,first,coal&steel,chhattisgarh,durg,indiannationalcongress,male,inter/highersecondary,highersecondary,68,30,1,131,0.81,57.5,1.8,231,0.8,22.8,0.1,171,0.85,Tamradhwaj Sahu
6,maheishgirri,eastdelhi,19,elected,2014-05-18T00:00:00Z,inoffice,first,urbandevelopment,delhi,eastdelhi,bharatiyajanataparty,male,matric,10thpass,44,40,18,385,0.94,57.5,1.8,231,0.8,53.8,9.5,245,0.93,Maheish Girri
6,venakateswararaomagannti,eluru,16,elected,2014-05-18T00:00:00Z,inoffice,second,externalaffairs,andhrapradesh,eluru,telugudesamparty,male,graduate,ba,58,0,0,41,0.8,57.5,1.8,231,0.8,34.8,0.6,211,0.75,Maganti Venkateswara Rao (Babu)
6,kvthomas,ernakulam,16,elected,2014-05-18T00:00:00Z,inoffice,fifth,urbandevelopment,kerala,ernakulam,indiannationalcongress,male,postgraduate,mscchemistry;educatedatscaredheartcollegecochinkerala,71,36,0,223,0.76,57.5,1.8,231,0.8,117.7,3.4,348,0.78,K.V. Thomas
6,sselvakumarachinnayan,erode,20,elected,2014-05-18T00:00:00Z,inoffice,first,homeaffairs,tamilnadu,erode,allindiaannadravidamunnetrakazhagam,male,postgraduate,bscmabl,59,23,0,92,0.75,57.5,1.8,231,0.8,39.4,0,340,0.78,S. Selvakumara Chinnayan
6,rajveersingh,etah,19,elected,2014-05-18T00:00:00Z,inoffice,first,industry,uttarpradesh,etah,bharatiyajanataparty,male,professionalgraduate,ballb,58,14,0,20,0.82,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Rajveer Singh (Raju Bhaiya)
6,ashokkumardohrey,etawah,12,elected,2014-05-18T00:00:00Z,inoffice,first,labour,uttarpradesh,etawah,bharatiyajanataparty,male,graduate,ba,47,3,0,0,0.8,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Ashok Kumar Doharey
6,lallusingh,faizabad,17,elected,2014-05-18T00:00:00Z,inoffice,first,waterresources,uttarpradesh,faizabad,bharatiyajanataparty,male,professionalgraduate,llb,63,21,0,217,0.92,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Lallu Singh
6,sadhusingh,faridkot,13,elected,2014-05-18T00:00:00Z,inoffice,first,socialjustice&empowerment,punjab,faridkot,aamaadmiparty,male,postgraduate,maenglish,76,5,0,38,0.54,57.5,1.8,231,0.8,40.5,0.9,107,0.7,Sadhu Singh
6,mukeshrajput,farrukhabad,17,elected,2014-05-18T00:00:00Z,inoffice,first,agriculture,uttarpradesh,farrukhabad,bharatiyajanataparty,male,graduate,bsc,49,40,0,26,0.91,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Mukesh Rajput
6,harindersinghkhalsa,fatehgarhsahib,19,elected,2014-05-18T00:00:00Z,inoffice,second,informationtechnology,punjab,fatehgarhsahib,aamaadmiparty,male,postgraduate,maeng,70,1,0,43,0.78,57.5,1.8,231,0.8,40.5,0.9,107,0.7,Harinder Singh Khalsa
6,babulalchaudhary,fatehpursikri,14,elected,2014-05-18T00:00:00Z,inoffice,first,foodconsumeraffairs&publicdistribution,uttarpradesh,fatehpursikri,bharatiyajanataparty,male,inter/highersecondary,intermediate,69,13,0,25,0.95,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Babulal Chaudhary
6,shersinghghubaya,ferozpur,14,elected,2014-05-18T00:00:00Z,inoffice,second,defenceandsocialjustice&empowerment,punjab,ferozpur,shiromaniakalidal,male,matric,NA,55,42,0,140,0.67,57.5,1.8,231,0.8,40.5,0.9,107,0.7,Sher Singh Ghubaya
6,akshayyadav,firozabad,16,elected,2014-05-18T00:00:00Z,inoffice,first,healthandfamilywelfare,uttarpradesh,firozabad,samajwadiparty,male,professionalgraduate,bba,31,10,0,1,0.74,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Akshay Yadav
6,ashokmahadeoraonete,gadchiroli-chimur,14,elected,2014-05-18T00:00:00Z,inoffice,first,petroleum&naturalgas,maharashtra,gadchiroli-chimur,bharatiyajanataparty,male,graduate,ba,49,29,4,437,0.74,57.5,1.8,231,0.8,57.6,3.5,469,0.79,Ashok Mahadeorao Nete
6,lkadvani,gandhinagar,18,elected,2014-05-18T00:00:00Z,inoffice,seventh,informationtechnology,gujarat,gandhinagar,bharatiyajanataparty,male,professionalgraduate,lawgraduate;educatedatstpatrickshighschoolkarachidgnationalcollegehyderabadsindhnowinpakistanandgovernmentlawcollegemumbaimaharashtra,90,1,0,0,0.92,57.5,1.8,231,0.8,36.2,2,219,0.84,Lal Krishna Advani
6,nihalchandchauhan,ganganagar,16,elected,2014-05-18T00:00:00Z,inoffice,third,humanresourcedevelopment,rajasthan,ganganagar,bharatiyajanataparty,male,graduate,"ba
educatedatraisinghnagarajmeruniversity",47,20,0,86,0.94,22.3,0.7,94,0.8,36.9,1.2,109,0.87,Nihalchand
6,majgenretdbckhanduriavsm,garhwal,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,bijoyachakraborty,gauhati,12,elected,2014-05-18T00:00:00Z,inoffice,third,commerce,assam,gauhati,bharatiyajanataparty,female,postgraduate,maenglish;educatedatguwahatiuniversityguwahatiassamandbanarashinduuniversityvaranasiuttarpradesh,78,31,0,38,0.72,57.5,1.8,231,0.8,42.8,0.5,128,0.75,Bijoya Chakravarty
6,harimanjhi,gaya,20,elected,2014-05-18T00:00:00Z,inoffice,second,labour,bihar,gaya,bharatiyajanataparty,male,undermatric,undermatriculate,55,16,0,195,0.98,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Hari Manjhi
6,deepakdevadhikari,ghatal,3,elected,2014-05-18T00:00:00Z,inoffice,first,defence,westbengal,ghatal,allindiatrinamoolcongress,male,graduate,computerengineer,35,2,0,0,0.09,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Adhikari Deepak (Dev)
6,harinarayanrajbhar,ghosi,18,elected,2014-05-18T00:00:00Z,inoffice,first,science&technologyenvironment&forests,uttarpradesh,ghosi,bharatiyajanataparty,male,undermatric,informationnotavailable,77,29,1,129,0.96,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Harinarayan Rajbhar
6,ravindrakumarpandey,giridih,18,elected,2014-05-18T00:00:00Z,inoffice,fifth,energy,jharkhand,giridih,bharatiyajanataparty,male,graduate,ba;educatedatkvcollegeranchiuniversitykatharabihar,59,137,0,371,0.89,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Ravindra Kumar Pandey
6,nishikantdubey,godda,20,elected,2014-05-18T00:00:00Z,inoffice,second,finance,jharkhand,godda,bharatiyajanataparty,male,professionalpostgraduate,bahmba;educatedatmarwaricollegebhagalpurbiharandfmsdelhiuniversitydelhi,49,275,36,541,0.97,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Nishikant Dubey
6,kirtivardhansingh,gonda,12,elected,2014-05-18T00:00:00Z,inoffice,third,chemicals&fertilizersandscience&technologyenvironment&forests,uttarpradesh,gonda,bharatiyajanataparty,male,postgraduate,"mscgeology
educatedatlucknowuniversitylucknowuttarpradesh",51,10,0,97,0.78,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Kirti Vardhan Singh
6,janakram,gopalganj,20,elected,2014-05-18T00:00:00Z,inoffice,first,commerce,bihar,gopalganj,bharatiyajanataparty,male,postgraduate,ma,44,18,0,113,0.97,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Janak Ram
6,yogiadityanath,gorakhpur,16,elected,2014-05-18T00:00:00Z,21/09/2017,fifth,no,uttarpradesh,gorakhpur,bharatiyajanataparty,male,graduate,bsc;educatedathnbgarhwaluniversitysrinagaruttarakhand,45,57,3,306,0.67,54.2,1.6,215,0.8,88.7,1.1,142,0.88,Yogi Adityanath
6,mallikarjunkharge,gulbarga,16,elected,2014-05-18T00:00:00Z,inoffice,second,homeaffairs,karnataka,gulbarga,indiannationalcongress,male,professionalgraduate,ballb;educatedatkarnatakauniversitykarnataka,75,132,0,258,0.91,57.5,1.8,231,0.8,41.9,0.3,304,0.81,Mallikarjun Kharge
6,jyotiradityamadhavraoscindia,guna,18,elected,2014-05-18T00:00:00Z,inoffice,fourth,finance,madhyapradesh,guna,indiannationalcongress,male,postgraduate,mamba;educatedatdoonschooldehradunharvarduniversityusaandstanforduniversitycaliforniausa,47,46,1,694,0.78,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Jyotiraditya Madhavrao Scindia
6,jayadevgalla,guntur,16,elected,2014-05-18T00:00:00Z,inoffice,first,defence,andhrapradesh,guntur,telugudesamparty,male,graduate,graduate,51,104,6,410,0.83,57.5,1.8,231,0.8,34.8,0.6,211,0.75,Jayadev Galla
6,anuragsinghthakur,hamirpur,18,elected,2014-05-18T00:00:00Z,inoffice,third,informationtechnology,himachalpradesh,hamirpur,bharatiyajanataparty,male,graduate,ba;educatedatdoabacollegejalandharpunjab,43,60,3,382,0.91,57.5,1.8,231,0.8,32.8,0.8,154,0.9,Anurag Singh Thakur
6,pushpendrasinghchandel,hamirpur,20,elected,2014-05-18T00:00:00Z,inoffice,first,finance,uttarpradesh,hamirpur,bharatiyajanataparty,male,postgraduate,mallb,44,1563,15,336,0.97,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Pushpendra Singh Chandel
6,anshulverma,hardoi,20,elected,2014-05-18T00:00:00Z,inoffice,first,personnelpublicgrievanceslawandjustice,uttarpradesh,hardoi,bharatiyajanataparty,male,postgraduate,mallb,43,24,0,81,0.92,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Anshul Verma
6,rameshpokhriyalnishank,hardwar,17,elected,2014-05-18T00:00:00Z,inoffice,first,ruraldevelopment,uttarakhand,hardwar,bharatiyajanataparty,male,doctorate,maphd,58,110,19,301,0.88,57.5,1.8,231,0.8,38.4,5.2,112,0.91,Ramesh Pokhriyal Nishank
6,hddevegowda,hassan,3,elected,2014-05-18T00:00:00Z,inoffice,sixth,defence,karnataka,hassan,janatadalsecular,male,diplomacourse,dce;educatedatgovernmenthighschoolholenarsipuraandlvpolytechnichassankarnataka,84,15,0,0,0.53,57.5,1.8,231,0.8,41.9,0.3,304,0.81,H.D. Devegowda
6,rajeshdiwakar,hathras,20,elected,2014-05-18T00:00:00Z,inoffice,first,labour,uttarpradesh,hathras,bharatiyajanataparty,male,graduate,graduate,46,6,0,191,0.99,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Rajesh Kumar Diwaker
6,rajushetti,hatkanangle,9,elected,2014-05-18T00:00:00Z,inoffice,second,petroleum&naturalgas,maharashtra,hatkanangle,swabhimanipaksha,male,diplomacourse,dme;educatedatjjmagdumpolytechnicjaysingpurdisttkolhapurmaharashtra,50,47,3,360,0.79,57.5,1.8,231,0.8,57.6,3.5,469,0.79,Raju Shetti
6,shivkumarcudasi,haveri,19,elected,2014-05-18T00:00:00Z,inoffice,second,finance,karnataka,haveri,bharatiyajanataparty,male,professionalgraduate,be;educatedatbangaloreinstituteofengineeringbangalorekarnataka,50,126,0,376,0.95,57.5,1.8,231,0.8,41.9,0.3,304,0.81,Udasi Shivkumar Chanabasappa
6,kristappanimmala,hindupur,18,elected,2014-05-18T00:00:00Z,inoffice,second,transporttourismandculture,andhrapradesh,hindupur,telugudesamparty,male,graduate,bcom;educatedatosmaniacollegekurnool,61,14,0,188,0.87,57.5,1.8,231,0.8,34.8,0.6,211,0.75,Kristappa Nimmala
6,rajeevshankarraosatav,hingoli,17,elected,2014-05-18T00:00:00Z,inoffice,first,railways,maharashtra,hingoli,indiannationalcongress,male,postgraduate,bscmallb,43,170,15,828,0.81,57.5,1.8,231,0.8,57.6,3.5,469,0.79,Rajeev Shankarrao Satav
6,dushyantchautala,hisar,17,elected,2014-05-18T00:00:00Z,inoffice,first,commerce,haryana,hisar,indiannationallokdal,male,graduate,graduate,29,203,18,572,0.85,57.5,1.8,231,0.8,53.4,2.8,217,0.86,Dushyant Chautala
6,ratnadenag,hooghly,19,elected,2014-05-18T00:00:00Z,inoffice,second,chemicals&fertilizers,westbengal,hooghly,allindiatrinamoolcongress,female,professionalgraduate,mbbsdch;educatedatrgkarmedicalcollege&instituteofchildhealthcalcuttauniversity,69,99,0,230,0.82,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Ratna De
6,udaypratapsingh,hoshangabad,18,elected,2014-05-18T00:00:00Z,inoffice,second,railways,madhyapradesh,hoshangabad,bharatiyajanataparty,male,graduate,bcomeducatedatsagaruniversity,53,41,0,187,0.9,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Uday Pratap Singh
6,vijaysampla,hoshiarpur,3,elected,2014-05-18T00:00:00Z,inoffice,first,no,punjab,hoshiarpur,bharatiyajanataparty,male,matric,matric,56,4,0,1,0.97,5.1,0.1,18,0.8,5.3,0,14,0.7,Vijay Sampla
6,prasunbanerjee,howrah,15,elected,2014-05-18T00:00:00Z,inoffice,second,informationtechnology,westbengal,howrah,allindiatrinamoolcongress,male,graduate,bsc,62,1,0,29,0.74,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Prasun Banerjee
6,asaduddinowaisi,hyderabad,18,elected,2014-05-18T00:00:00Z,inoffice,third,socialjustice&empowerment,telangana,hyderabad,allindiamajlis-e-ittehadulmuslimmen,male,professionalgraduate,llblondonbar-at-lawlincolnsinn;educatedathyderabadpublicschoolstmarysjuniorcollegeandnizamcollege,48,52,0,614,0.83,57.5,1.8,231,0.8,33.9,1.4,247,0.69,Asaduddin Owaisi
6,advocatejoicegeorge,idukki,19,elected,2014-05-18T00:00:00Z,inoffice,first,personnelpublicgrievanceslawandjustice,kerala,idukki,independent,male,postgraduate,mswllb,47,238,3,434,0.89,57.5,1.8,231,0.8,117.7,3.4,348,0.78,Joice George
6,thokchommeinya,innermanipur,18,elected,2014-05-18T00:00:00Z,inoffice,third,petroleum&naturalgas,manipur,innermanipur,indiannationalcongress,male,doctorate,mscllbmphilphd;educatedatdmcollegeimphalguwahatiuniversityguwahatiandosmaniauniversityhyderabad,72,59,4,139,0.93,57.5,1.8,231,0.8,34.5,2,75,0.93,Thokchom Meinya
6,rakeshsingh,jabalpur,18,elected,2014-05-18T00:00:00Z,inoffice,third,coal&steelandtransporttourismandculture,madhyapradesh,jabalpur,bharatiyajanataparty,male,graduate,bsc;educatedatgovernmentsciencecollegejabalpur,55,35,7,207,0.95,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Rakesh Singh
6,sugatabose,jadavpur,15,elected,2014-05-18T00:00:00Z,inoffice,first,externalaffairs,westbengal,jadavpur,allindiatrinamoolcongress,male,doctorate,phduniversityofcambridge1983,61,28,2,1,0.61,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Sugata Bose
6,kulamanisamal,jagatsinghpur,20,elected,2014-05-18T00:00:00Z,inoffice,first,chemicals&fertilizers,odisha,jagatsinghpur,bijujanatadal,male,professionalgraduate,mbbs,69,121,0,108,1,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Kulamani Samal
6,arunkumar,jahanabad,18,elected,2014-05-18T00:00:00Z,inoffice,second,energyandlabour,bihar,jahanabad,rashtriyaloksamtaparty,male,doctorate,"maphd
educatedatpatnauniversitypatnaandmagadhuniversitybodhgayabihar",58,56,0,61,0.86,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Arun Kumar
6,ramcharanbohara,jaipur,17,elected,2014-05-18T00:00:00Z,inoffice,first,transporttourismandculture,rajasthan,jaipur,bharatiyajanataparty,male,inter/highersecondary,highersecondary,61,110,0,252,0.87,57.5,1.8,231,0.8,124,3.6,315,0.87,Ramcharan Bohara
6,ritatarai,jajpur,20,elected,2014-05-18T00:00:00Z,inoffice,first,healthandfamilywelfare,odisha,jajpur,bijujanatadal,female,inter/highersecondary,intermediate,41,11,0,140,0.87,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Rita Tarai
6,santokhsinghchaudhary,jalandhar,18,elected,2014-05-18T00:00:00Z,inoffice,first,socialjustice&empowerment,punjab,jalandhar,indiannationalcongress,male,professionalgraduate,ballb,71,25,1,55,0.89,57.5,1.8,231,0.8,40.5,0.9,107,0.7,Santokh Singh Chaudhary
6,bhanupratapsinghverma,jalaun,18,elected,2014-05-18T00:00:00Z,inoffice,fourth,energy,uttarpradesh,jalaun,bharatiyajanataparty,male,postgraduate,"mallb
edcatedatbundelkhanduniversityjhansiuttarpradesh",60,99,0,104,0.96,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Bhanu Pratap Singh Verma
6,atnanapatil,jalgaon,20,elected,2014-05-18T00:00:00Z,inoffice,second,petroleum&naturalgasandrailways,maharashtra,jalgaon,bharatiyajanataparty,male,postgraduate,mcom,56,80,17,423,0.89,57.5,1.8,231,0.8,57.6,3.5,469,0.79,A.T. Nana Patil
6,raosahebdanvepatil,jalna,13,elected,2014-05-18T00:00:00Z,inoffice,fourth,informationtechnology,maharashtra,jalna,bharatiyajanataparty,male,undergraduate,educatedatjesjalnamaharashtra,62,6,0,89,0.61,47,1.4,182,0.8,47.3,2.9,369,0.79,Raosaheb Patil Danve
6,devjimansingrampatel,jalore,18,elected,2014-05-18T00:00:00Z,inoffice,second,agriculture,rajasthan,jalore,bharatiyajanataparty,male,matric,matriculation,41,191,9,468,0.82,57.5,1.8,231,0.8,124,3.6,315,0.87,Devji Patel
6,bijoychandrabarman,jalpaiguri,12,elected,2014-05-18T00:00:00Z,inoffice,first,humanresourcedevelopment,westbengal,jalpaiguri,allindiatrinamoolcongress,male,postgraduate,mabed,60,2,0,0,0.52,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Bijoy Chandra Barman
6,jugalkishoresharma,jammu,20,elected,2014-05-18T00:00:00Z,inoffice,first,ruraldevelopment,jammuandkashmir,jammu,bharatiyajanataparty,male,matric,matriculation,55,75,0,203,0.89,57.5,1.8,231,0.8,25,0,68,0.54,Jugal Kishore
6,poonambenhematbhaimaadam,jamnagar,11,elected,2014-05-18T00:00:00Z,inoffice,first,industry,gujarat,jamnagar,bharatiyajanataparty,female,graduate,graduate,43,30,0,255,0.83,57.5,1.8,231,0.8,36.2,2,219,0.84,Poonamben Hematbhai Maadam
6,bidyutbaranmahato,jamshedpur,19,elected,2014-05-18T00:00:00Z,inoffice,first,industry,jharkhand,jamshedpur,bharatiyajanataparty,male,inter/highersecondary,isc,55,85,2,667,0.92,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Bidyut Baran Mahato
6,chiragpaswan,jamui,19,elected,2014-05-18T00:00:00Z,inoffice,first,healthandfamilywelfareandscience&technologyenvironment&forests,bihar,jamui,lokjanshaktiparty,male,professionalgraduate,btechcomputerscience,35,16,0,82,0.97,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Chirag Kumar Paswan
6,abhijitmukherjee,jangipur,19,elected,2014-05-18T00:00:00Z,inoffice,second,waterresources,westbengal,jangipur,indiannationalcongress,male,professionalgraduate,"bemechfie/charteredengineer
educatedatjadavpuruniversitykolkataandinstitutionofengineerskolkata",58,31,0,146,0.97,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Abhijit Mukherjee
6,kamladevipatle,janjgir-champa,13,elected,2014-05-18T00:00:00Z,inoffice,second,chemicals&fertilizers,chhattisgarh,janjgir-champa,bharatiyajanataparty,female,undergraduate,undergraduate,51,33,0,525,0.82,57.5,1.8,231,0.8,22.8,0.1,171,0.85,Kamla Devi Patle
6,krishnpratapsingh,jaunpur,18,elected,2014-05-18T00:00:00Z,inoffice,first,chemicals&fertilizers,uttarpradesh,jaunpur,bharatiyajanataparty,male,doctorate,phd,41,5,0,68,0.93,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Krishna Pratap K.P.
6,pratimamondal,jaynagar,17,elected,2014-05-18T00:00:00Z,inoffice,first,petroleum&naturalgas,westbengal,jaynagar,allindiatrinamoolcongress,female,postgraduate,mabed,52,57,0,27,0.72,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Pratima Mondal
6,dushyantsingh,jhalawar-baran,14,elected,2014-05-18T00:00:00Z,inoffice,third,transporttourismandculture,rajasthan,jhalawar-baran,bharatiyajanataparty,male,professionalpostgraduate,bambahoteladministrationandpgdiplomainhoteloperations;educatedatdoonschooldehradun;ststephen`scollegedelhijohnsonandwalesuniversityprovidenceriusaandihttischoolofmangaementneuchatelswitzerland,44,31,0,220,0.76,57.5,1.8,231,0.8,124,3.6,315,0.87,Dushyant Singh
6,birendrakumarchoudhary,jhanjharpur,19,elected,2014-05-18T00:00:00Z,inoffice,first,industry,bihar,jhanjharpur,bharatiyajanataparty,male,postgraduate,mallb,64,36,0,33,0.97,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Birendra Kumar Chaudhary
6,umasaren,jhargram,12,elected,2014-05-18T00:00:00Z,inoffice,first,chemicals&fertilizers,westbengal,jhargram,allindiatrinamoolcongress,female,professionalgraduate,mbbs,33,0,0,0,0.64,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Uma Saren
6,santoshahlawat,jhunjhunu,18,elected,2014-05-18T00:00:00Z,inoffice,first,humanresourcedevelopment,rajasthan,jhunjhunu,bharatiyajanataparty,female,professionalpostgraduate,mamed,60,91,0,509,0.95,57.5,1.8,231,0.8,124,3.6,315,0.87,Santosh Ahlawat
6,gajendrasinghshekhawat,jodhpur,18,elected,2014-05-18T00:00:00Z,inoffice,first,no,rajasthan,jodhpur,bharatiyajanataparty,male,postgraduate,pg,50,320,2,312,0.91,54.2,1.6,215,0.8,119.9,3.1,298,0.87,Gajendrasingh Shekhawat
6,kamakhyaprasadtasa,jorhat,16,elected,2014-05-18T00:00:00Z,inoffice,first,ruraldevelopment,assam,jorhat,bharatiyajanataparty,male,postgraduate,ma,42,38,0,87,0.75,57.5,1.8,231,0.8,42.8,0.5,128,0.75,Kamakhya Prasad Tasa
6,rajeshbhainaranbhaichudasama,junagadh,8,elected,2014-05-18T00:00:00Z,inoffice,first,transporttourismandculture,gujarat,junagadh,bharatiyajanataparty,male,inter/highersecondary,informationnotavailable,35,5,0,409,0.73,57.5,1.8,231,0.8,36.2,2,219,0.84,Chudasama Rajeshbhai Naranbhai
6,vinodchavda,kachchh,12,elected,2014-05-18T00:00:00Z,inoffice,first,transporttourismandculture,gujarat,kachchh,bharatiyajanataparty,male,professionalgraduate,llbbed,38,7,0,176,0.83,57.5,1.8,231,0.8,36.2,2,219,0.84,Chavda Vinod Lakhamashi
